UserId,1.0,2.0,3.0,4.0,5.0
A00295401U6S2UG3RAQSZ,0,0,0,5,0
A00348066Q1WEW5BMESN,0,0,0,0,5
A0040548BPHKXMHH3NTI,1,0,3,4,2
A00438023NNXSDBGXK56L,0,2,1,1,1
A0048168OBFNFN7WW8XC,0,0,0,0,8
A00503563AVX48TRHJGR6,0,0,1,0,3
A0056274FAHZQC4N2ZN8,0,0,0,0,6
A0057670FKKO20E9X6XL,0,0,0,0,3
A00700212KB3K0MVESPIY,0,0,0,0,6
A00800615OVHYSOGUA70,1,0,0,1,2
A010234914H939HO67HY0,0,0,0,0,5
A010997525FU27TAPMJCG,0,1,1,2,5
A01174011QPNX7GZF4B92,1,0,0,1,16
A012468118FTQAINEI0OQ,0,1,0,0,6
A01482801KTPJ292BFMBC,0,0,4,1,0
A01708941WOWBC0WEOYWE,0,0,0,0,6
A01836221WF3Q1PET08H1,0,1,0,1,3
A0195162PO4TYE44CR9T,0,0,2,2,0
A0200189274BR0E83NMS9,0,1,0,3,13
A02296971ID4CDE9LRKK2,1,0,1,0,5
A023023334QO4HEJJIFCP,0,0,0,0,6
A02442631X4LAC6ZLTY47,1,0,0,1,2
A02505562DC1VLLCLPJ6K,0,1,2,4,6
A027352438IKKXEMOGF7G,0,0,1,5,14
A02755422E9NI29TCQ5W3,0,0,2,2,64
A02835961POH5TZNWG9F6,4,0,0,0,1
A0293382VV3VQQ607PY4,0,0,0,7,2
A0297640AZ7S0CKL5XZ8,0,0,0,0,5
A03026781TXCVP4EBGXE3,0,0,1,4,1
A03114163ITHH0DDUVQKE,0,0,1,1,4
A03173961SEIJJTFLUSNN,0,0,0,3,5
A03343712YHWIM0HWJCWR,1,0,0,1,3
A03550173UTIP5TNQ9T7P,0,0,0,2,10
A040622616CZKWTZZ7GYL,0,0,0,0,5
A04164522Y54S973V07ZU,0,0,0,6,0
A04736251DAAQ7EXJ44VS,0,0,0,3,0
A04740333HUOPRGNFV2HM,0,0,1,2,13
A05026511FQMVPVJH3KP8,0,0,1,2,5
A051289016QSTTLURALH6,0,0,5,2,17
A05240112SHI9MDAJ1FIP,0,0,0,1,4
A05552161U0UPLA0OX32S,0,0,0,1,4
A05575843AWW3XQHWWAGP,0,0,0,1,4
A060341735DGIVP8HTQIM,0,0,0,0,5
A06386753T1ZACA02KTB6,0,0,0,0,5
A0644664269UTSPKMVCVH,0,0,3,12,19
A06715701VPDNPM5R1AKN,5,0,0,0,1
A06851783TA7DHEDRQXK9,1,0,1,1,6
A0725659L4DQHV5NQC5C,0,0,0,0,9
A072589926D14ZPAPX61S,1,0,0,1,7
A07295451JMG6JVIEC8H6,0,0,0,5,1
A07343191NEF94FWJM1FX,0,1,1,1,16
A0736539PV75DPSLDUW8,0,0,0,4,3
A07461511NTFN0HZ1MCTB,0,0,0,0,6
A0775574383PP1AVZOALM,2,0,1,1,3
A08006623KTXARXN9QWFH,0,0,0,2,3
A08161909WK3HU7UYTMW,0,0,2,2,14
A08250901Y9Z65JJ1J6FW,0,0,0,0,7
A08300921ZD9F13WOP61P,0,0,0,2,4
A08314062CDRNLUM2J9UX,0,0,0,1,4
A08324222HTYZDE4L3F8Z,0,3,0,8,13
A083480223IW4FMZ5PIV9,2,0,0,0,1
A08354481PDGYSTVRUL43,0,0,0,3,2
A0873751R8TSS56JJSK0,0,0,0,1,5
A0882267H0AW4UOUDXH9,0,2,1,4,3
A0896517PN4N2KMFUHMW,0,0,0,0,35
A091221326KMLKPP0FQ10,0,0,0,0,5
A09230921FGRWKGK1HV7Y,0,0,0,0,10
A09250962EQZH4FYOINH6,0,0,0,0,5
A09386383518NVR7RSA4F,0,0,0,1,5
A096922415DW52O5HZ90Q,0,0,2,1,22
A0978522KNYBB5GFBYAX,0,0,0,1,4
A099898949AFPOGMFDCB,0,0,2,0,7
A0999509ZRK5LA9PJ22N,0,1,1,1,4
A10030KC6GYK89,0,0,0,5,0
A1004AX2J2HXGL,3,1,1,2,7
A1004HHMSDY5IP,0,1,1,2,0
A1004HZ4AR10UI,0,0,0,1,17
A1006V961PBMKA,3,1,0,1,6
A1007G0226CSWC,0,0,0,2,3
A1009L3XQBX5GJ,0,0,0,0,5
A100B9LAX4RA5A,3,0,3,0,2
A100F0WIYUNZWY,0,0,1,0,3
A100F7SP0XY7X6,1,1,0,0,3
A100JCBNALJFAW,8,7,15,24,21
A100K3KEMSVSCM,2,0,0,4,10
A100LLXMXDZHJZ,0,0,1,0,4
A100NGGXRQF0AQ,2,0,0,2,1
A100OJ8LFVPMPT,0,0,0,1,5
A100R561QXDNF5,0,0,1,2,9
A100RFQHFO005W,9,0,1,1,1
A100RW34WSLTUW,1,1,0,6,33
A100TUZVB01NTC,0,0,2,0,1
A100UD67AHFODS,0,0,0,1,15
A100V5QEICGPDA,0,0,2,9,8
A100V71ICWVSXZ,2,1,0,2,0
A100WFKYVRPVX7,0,0,1,0,24
A100WO06OQR8BQ,2,1,3,1,4
A100ZYQ4ENTZ57,0,0,1,0,6
A1010QRG4BH51B,0,0,0,0,32
A1011063ZONUE6GC0C1W,0,0,0,2,4
A10127132IE1A73IN1HGO,0,0,0,0,4
A10138B53SCDXB,2,0,0,0,3
A1014ZOAQISFEO,0,1,2,1,1
A10150WGG9660E,0,0,0,0,5
A10169B1F7EQ9T,0,1,1,1,2
A10175AMUHOQC4,10,0,2,3,125
A1017QGAZ436W4,1,0,1,0,6
A1018BDG082EVM,1,1,1,5,2
A1018D502E27E6,0,0,1,1,1
A101B792T1YUYK,0,0,0,2,5
A101BX7DD7EUZ1,0,0,0,5,12
A101CHSX5A99U5,1,0,0,1,6
A101DCZL9UCRMP,0,1,1,5,1
A101FH66IRVOEQ,0,1,3,1,1
A101IRO8LXXS9B,0,1,0,1,2
A101L3HXTII0I5,0,1,2,9,12
A101L4HF0IZ33C,1,0,7,4,11
A101M8M20CEVZZ,1,0,0,1,3
A101MDT12NQPBO,0,0,0,0,4
A101NRU9QBXZA2,1,0,1,1,5
A101OMG474Q26I,0,0,2,1,4
A101QL3M0GPBYG,0,0,0,2,4
A101RJ3EQJHRQY,0,0,0,0,6
A101U72MVXA6CR,1,0,1,2,0
A101XBE2AUZ1UA,0,0,0,3,2
A101Z7JW8WGCB,0,0,0,0,7
A1024UG0JEHXJN,0,0,0,0,5
A1025ZA8TGG21H,0,0,0,1,3
A1027EF01E2SPD,1,0,1,3,1
A1027EV8A9PV1O,0,0,1,1,22
A1027LMU2JJF9L,0,0,1,2,2
A1027MH1CJSQQE,0,0,0,2,3
A1029QPGAKN80T,2,2,0,1,4
A1029W9EDQVDKM,1,0,0,2,3
A102A2P32XISAF,0,0,1,1,8
A102B8D74H64TO,5,8,6,9,10
A102B9E558OGMD,0,0,2,2,2
A102FH3U3TTU8M,0,0,0,3,5
A102H1PPMKOAXW,0,0,0,0,4
A102HZ6EBBQ7ZL,0,0,1,2,2
A102J65ZAXNS14,0,0,0,1,4
A102K2AH06SY4L,0,0,1,1,10
A102KO87EPLPFY,0,0,0,0,5
A102QYFYRH664Z,0,0,1,0,11
A102RBDDNCLTR4,0,0,0,0,4
A102RDJLOHWS0W,0,1,1,3,28
A102VX16UZAM85,0,2,1,2,0
A102YM3H3O003E,1,4,2,0,3
A102Z9CFJOOZAY,0,0,0,3,8
A102ZELP840AUD,1,1,0,4,2
A102ZVRQ4ZTX5Q,0,1,0,0,5
A103002KM0FEHA,0,0,0,1,3
A1030TRDSV3EL6,0,0,1,2,2
A1030ZH0WKHNKQ,0,1,1,2,1
A10317CKUPV7UD,0,0,0,2,1
A1031R8HD3E4GL,0,0,0,2,3
A10337552J8LW9ASKEMQ3,0,0,0,0,5
A1033RWNZWEMR5,0,0,0,2,18
A10340RIYLPHDE,1,0,0,3,1
A10386251WFUSDQRAMLL1,0,0,0,0,21
A1039ADUZSJCKR,0,0,0,0,5
A103BXE3ULPEB3,0,0,0,2,1
A103EXN5Q7HX6Z,10,4,5,7,7
A103F8V46XUW6A,0,0,0,1,3
A103H2JKAP9UGK,1,1,0,1,4
A103I1J66T6OMM,0,0,0,5,2
A103IEEZ5YCVRE,0,1,0,1,4
A103JEX1YIUA17,1,1,2,2,7
A103KNDW8GN92L,0,4,9,38,75
A103KWX1QFCG6I,0,0,1,6,12
A103MIN5CRUEDT,1,0,0,3,2
A103NZUB97O2XA,1,0,0,2,1
A103QX647QB7A1,0,0,1,4,0
A103QX7NUHBOUF,0,0,3,1,33
A103RKBYN6HUDJ,0,0,0,0,6
A103VMN9OENIN6,0,0,1,2,17
A103VTHAC9FFUM,0,0,0,1,4
A103W7ZPKGOCC9,0,0,0,4,30
A103WYBAWMAA59,0,0,0,2,3
A103X9ST6DPV22,2,1,0,1,5
A103YPVK70AGXR,0,1,0,0,6
A103ZG6ASSR7UT,0,1,0,2,19
A1040J2THWFWNI,0,1,0,6,7
A1041053SID37WN8GTT8,0,0,3,2,31
A1044YHIYTST68,1,0,0,1,4
A1046FRA3NWCX2,3,1,1,1,1
A1046ICIMHENBN,0,0,0,0,7
A1047CXPD3EIGU,0,0,0,1,30
A1048DKUMC121U,0,0,3,1,1
A10497TCWJ8JH5,0,0,0,1,2
A104EM44JSX3HL,0,0,0,3,5
A104FMOV5TRSSY,0,0,0,1,4
A104GOLIEAZTT2,0,0,0,3,2
