ProductId,1.0,2.0,3.0,4.0,5.0
0005019281,0,3,8,24,58
0005119367,1,0,1,10,70
0307141985,0,0,0,1,4
0307142469,0,0,2,5,29
0307142477,3,1,0,1,1
0307142485,2,1,2,2,40
0307142493,0,0,2,4,42
0307514161,3,0,2,13,96
0307554066,2,2,2,1,8
0307593908,0,0,1,2,8
0310263662,104,61,85,115,488
0310274281,2,0,1,4,87
0310285569,0,0,0,0,3
0510539610,0,0,2,1,3
0563412879,1,1,0,8,15
0615115187,0,0,0,2,17
0615274641,1,0,1,2,17
061529118X,0,1,0,0,4
0615837891,1,1,1,2,5
0718000315,1,3,6,1,36
0736915842,1,1,1,0,2
0738900370,0,1,2,3,10
0738900672,1,0,1,5,9
0738919012,0,0,1,1,3
0738919039,0,2,1,3,9
0738920339,0,0,0,1,7
0738920363,0,1,1,5,12
0738920525,0,2,3,13,14
0738920762,1,1,7,6,13
0738920770,1,1,4,6,7
0738920967,0,2,3,4,8
0738921351,0,1,0,3,3
0738921467,0,0,1,0,6
0738921475,0,0,1,0,10
0738921947,0,0,2,1,3
0739040375,0,1,0,0,4
0739046500,1,0,1,2,3
0739600443,2,0,1,1,1
0740318934,2,2,1,1,19
0740319183,1,0,1,2,8
0740321757,1,0,2,1,4
0740328271,0,0,2,3,17
0741100967,0,1,0,2,3
0764000829,0,3,5,7,5
0764000969,1,0,0,2,3
0764001027,2,3,1,4,2
0764001035,5,3,11,21,34
076400235X,0,1,2,4,15
0764002465,1,0,5,8,21
0764002589,1,0,1,2,1
0764003828,4,2,8,11,29
0764004425,2,1,3,5,7
076400459X,1,0,3,12,7
0764004719,1,0,1,0,3
0764005022,2,2,4,14,10
0764005316,0,0,2,3,23
0764005383,1,0,0,2,6
0764005448,0,1,3,1,2
0764005537,3,0,2,9,10
0764005553,1,1,5,6,18
076400557X,0,0,3,7,30
0764005685,5,6,8,23,30
0764005693,4,0,12,29,20
0764005707,6,8,11,18,23
076400638X,0,1,0,5,5
0764006584,2,0,2,9,22
0764006770,2,3,5,28,37
0764006797,1,0,1,3,8
0764007211,1,4,3,9,52
0764007440,1,0,4,20,31
0764009265,1,2,2,2,7
0764127861,1,1,3,0,1
076620748X,1,0,1,1,2
0767000099,0,0,2,0,2
0767002652,6,14,31,59,168
0767003357,10,14,14,17,23
0767005880,1,0,0,1,9
0767009711,0,0,2,1,1
0767010485,1,3,4,9,23
076701135X,2,1,3,1,3
076701409X,0,0,0,3,3
0767014812,1,0,0,1,27
0767015533,0,1,2,6,18
0767016351,0,0,0,0,11
0767018672,0,1,0,3,13
0767018702,0,0,0,0,5
0767018877,0,1,0,0,4
0767018907,0,0,1,1,6
0767019954,2,2,4,9,18
0767020308,4,6,15,26,57
0767020553,1,0,5,11,21
0767023447,0,0,0,1,4
0767023765,2,2,4,9,36
0767024427,0,1,0,1,2
0767025075,0,0,1,3,3
0767025105,2,0,1,1,3
0767025784,1,0,1,2,2
0767026128,0,3,2,7,12
0767026225,0,0,2,3,5
0767026977,0,1,0,1,8
0767028627,0,1,2,2,6
0767081455,0,0,1,1,20
0767087372,5,4,6,7,74
0767726227,1,0,4,29,112
0767736680,2,1,2,13,83
0767800311,1,0,1,3,8
0767800761,2,3,8,13,23
076780094X,3,0,2,25,14
0767800958,1,0,1,1,11
0767801601,0,0,3,7,10
076780161X,1,2,16,27,42
0767801814,0,0,0,0,6
0767801865,0,0,0,1,3
076780192X,9,12,10,42,197
0767801962,5,2,4,9,16
0767802454,7,11,13,11,12
0767802470,6,8,8,29,198
0767802497,12,12,25,31,23
0767802519,8,4,12,44,187
0767802535,4,2,10,23,48
0767802551,2,5,12,25,75
0767802578,2,3,5,11,12
0767802594,4,3,12,32,96
0767802616,4,1,9,10,12
0767802624,5,5,8,68,165
0767802659,19,18,32,77,108
0767802683,7,4,18,26,56
0767802772,0,0,8,15,33
0767802802,2,4,8,12,104
0767803310,0,0,0,2,5
0767803329,2,3,2,2,3
0767803337,0,0,3,8,16
076780337X,2,1,3,7,3
0767803434,11,6,16,57,81
0767804236,2,0,1,6,3
0767804252,6,4,9,6,5
0767804309,1,1,5,5,14
0767804325,1,0,5,14,42
0767804341,2,0,2,2,16
0767804929,6,1,1,1,6
0767805267,4,2,8,64,158
0767805712,3,7,15,50,134
0767805739,4,5,4,15,15
0767806239,4,5,10,23,47
0767806743,0,3,1,9,8
076780676X,1,0,2,15,52
0767806808,2,1,8,10,33
0767807588,4,2,6,13,24
0767807596,1,0,4,3,21
076780760X,1,1,2,6,16
0767807693,1,0,3,8,18
0767808460,0,1,3,5,11
0767808673,14,7,13,10,60
076780922X,3,1,8,29,109
0767809246,3,4,8,18,157
0767809254,3,1,5,21,144
0767809262,5,7,5,29,106
0767809270,5,2,6,18,75
0767809335,2,5,7,22,47
0767809378,3,4,2,20,20
0767809548,1,2,1,3,23
0767809688,0,2,6,22,80
076780970X,0,0,2,7,12
0767809726,0,2,3,6,16
076781083X,0,4,4,1,3
0767810848,1,1,2,7,19
0767810856,2,3,4,14,21
0767810864,2,3,11,33,72
0767810872,5,1,4,7,9
0767810880,4,4,6,19,8
0767811054,1,0,1,6,10
0767811070,0,1,7,15,54
0767811097,5,6,13,33,32
0767811100,5,4,12,35,157
0767811410,13,2,8,23,16
0767811429,3,1,7,11,5
0767811437,4,2,4,8,6
0767812115,2,1,7,7,22
0767812131,1,1,4,3,32
076781214X,1,1,6,12,31
0767812158,1,0,6,17,20
0767812166,2,0,13,22,89
0767812174,2,2,0,6,8
0767812182,0,0,1,8,58
0767812387,1,0,8,8,24
0767812395,0,0,0,1,4
0767812417,5,1,13,17,85
0767812743,1,4,4,8,9
0767812778,0,1,2,14,170
0767813464,0,0,0,1,4
0767813707,0,0,0,1,5
0767813871,1,4,4,22,122
0767814037,2,1,5,34,75
0767814908,3,8,4,1,2
0767814924,1,0,2,1,0
0767814932,1,3,4,12,26
076781505X,6,8,9,32,72
0767815122,1,0,3,9,9
0767815335,10,2,10,27,47
076781553X,0,0,3,3,14
0767815718,2,1,7,5,11
0767815963,3,3,5,5,22
076781598X,0,0,4,6,8
0767816234,7,10,12,31,38
0767816617,1,4,7,10,27
0767816641,1,1,1,5,12
0767816757,2,2,4,5,14
0767817443,27,19,10,17,13
0767817478,42,17,18,30,58
0767817486,3,4,9,15,33
0767817648,3,2,9,12,19
0767817656,5,7,13,33,39
0767817664,2,1,13,39,89
0767817672,2,3,2,12,26
0767817680,8,5,6,13,53
0767817699,2,2,5,8,17
0767817710,11,8,15,40,34
0767817729,6,5,7,13,31
0767817737,4,1,7,8,18
0767817745,0,3,4,11,12
0767817753,3,5,12,31,67
0767817761,0,3,1,5,27
076781777X,3,2,4,24,37
0767818016,0,0,4,19,27
0767818024,1,2,5,13,18
0767818040,5,6,12,14,31
0767818059,3,2,6,10,23
0767818067,1,1,6,10,20
0767818075,0,3,4,8,13
0767818083,0,2,5,8,9
0767818105,2,0,2,9,31
0767818172,0,3,11,13,16
0767819179,1,1,2,10,31
0767819381,1,0,1,1,2
0767819403,2,1,1,3,3
0767819438,14,17,18,28,26
0767819446,3,3,11,31,38
0767819454,5,5,2,3,7
0767819462,1,2,4,13,52
0767819470,0,1,4,7,26
0767819543,1,0,2,7,27
076781956X,8,10,14,27,30
0767819586,9,15,18,58,96
0767819594,1,4,5,26,42
0767819624,0,2,1,5,5
0767819640,0,2,2,10,20
0767819764,2,2,7,19,35
0767820940,0,0,0,3,9
0767821408,4,4,12,24,38
0767821432,0,0,1,2,15
0767821467,0,3,2,5,16
0767821483,1,0,5,14,50
0767821505,1,2,3,19,44
0767821513,4,2,6,14,18
0767821548,4,1,5,6,7
0767821556,0,6,3,28,64
0767821599,0,5,10,20,31
0767821610,0,0,5,10,21
0767821637,0,0,4,12,37
076782170X,6,1,5,10,12
0767821718,1,3,5,3,10
0767821742,0,4,5,7,10
0767821785,2,2,12,32,89
0767821807,0,5,7,8,17
076782184X,1,0,0,4,12
0767821920,0,1,4,22,58
0767821955,3,5,6,5,12
0767822617,0,0,0,2,5
0767823354,0,4,3,5,8
0767823729,1,2,5,33,98
0767823745,0,0,0,2,9
0767823796,3,6,9,17,12
0767823923,0,0,1,0,7
0767823931,1,1,5,11,10
0767823990,0,2,9,9,29
0767824008,2,6,2,5,2
0767824032,2,0,3,2,1
0767824407,2,4,10,24,74
0767824423,0,0,1,0,11
0767824555,1,3,4,10,47
0767824571,11,4,14,39,275
0767825217,0,0,1,0,5
0767825373,0,0,0,1,5
0767825411,11,6,15,33,159
0767825489,1,1,9,12,18
0767825519,1,0,2,5,12
0767825616,0,3,8,7,55
0767825624,0,0,0,4,2
0767826701,2,1,0,2,12
0767826728,16,13,18,13,13
0767827007,2,6,11,24,39
0767827635,0,0,4,5,12
0767827651,1,3,8,14,41
0767827678,0,2,2,21,62
0767827686,1,1,1,10,12
0767827694,1,1,2,9,20
0767827716,2,6,16,40,63
0767827724,0,2,3,8,21
0767827740,1,2,3,21,43
0767827775,3,3,7,21,32
0767827791,4,7,10,22,46
0767827813,0,1,1,11,62
0767827902,2,0,3,11,60
0767827929,2,7,5,10,50
0767830520,11,7,12,40,188
0767830806,0,1,0,0,0
0767831063,0,0,2,1,12
0767831322,3,3,7,16,31
0767832248,1,0,2,10,54
0767832302,9,7,6,13,30
0767832485,4,7,10,15,21
0767832566,1,2,5,2,3
0767832574,0,0,1,3,7
0767833600,0,2,2,5,2
0767833902,43,14,10,11,11
0767834739,26,27,39,53,74
0767834860,7,4,3,13,58
0767835069,2,2,6,15,42
0767835093,1,4,14,28,43
0767835174,1,3,2,2,9
0767835948,6,2,6,7,21
0767835980,2,3,13,13,27
0767836286,8,10,17,40,50
0767836316,6,6,12,24,62
0767836324,7,9,11,30,106
0767836359,3,6,5,22,84
0767837363,0,0,0,1,8
0767837371,2,2,1,4,2
0767837975,0,0,0,1,8
0767837991,2,2,1,6,14
076783822X,1,2,7,2,15
0767839129,25,27,25,31,40
0767839145,1,2,1,18,47
076783917X,1,1,6,10,42
